,TransactionID,isFraud,TransactionDT,TransactionAmt,ProductCD,card4,card6,P_emaildomain,R_emaildomain,addr1,addr2,dist1,dist2
51384,3038384,1,1206752,44.0,W,visa,debit,gmail.com,,325.0,87.0,,
51409,3038409,1,1207021,29.0,W,visa,debit,gmail.com,,325.0,87.0,,
51419,3038419,1,1207150,44.658,C,mastercard,credit,hotmail.com,hotmail.com,,,,
51518,3038518,1,1208486,46.99,C,visa,credit,gmail.com,gmail.com,,,,
51525,3038525,1,1208536,250.0,R,mastercard,debit,gmail.com,icloud.com,123.0,87.0,,
51527,3038527,1,1208552,26.585,C,visa,debit,hotmail.com,hotmail.com,,,,
51548,3038548,1,1208856,200.0,R,mastercard,debit,icloud.com,gmail.com,123.0,87.0,,
51550,3038550,1,1208897,187.726,C,visa,credit,gmail.com,gmail.com,,,,1.0
51584,3038584,1,1209296,250.0,R,mastercard,debit,gmail.com,icloud.com,184.0,87.0,,
51592,3038592,1,1209349,26.585,C,visa,debit,hotmail.com,hotmail.com,,,,
51603,3038603,1,1209464,100.0,R,mastercard,debit,gmail.com,gmail.com,433.0,87.0,,
51607,3038607,1,1209536,100.0,R,visa,debit,gmail.com,gmail.com,264.0,87.0,,
51618,3038618,1,1209679,100.0,R,mastercard,debit,gmail.com,gmail.com,123.0,87.0,,
51630,3038630,1,1209832,884.0,W,mastercard,credit,,,204.0,87.0,,
51655,3038655,1,1210069,100.0,R,mastercard,debit,gmail.com,gmail.com,123.0,87.0,,
51835,3038835,1,1212284,100.0,R,american express,credit,gmail.com,gmail.com,184.0,87.0,,
51869,3038869,1,1212789,59.0,W,visa,debit,,,204.0,87.0,,
51884,3038884,1,1213068,255.0,W,visa,debit,gmail.com,,191.0,87.0,20.0,
51894,3038894,1,1213300,255.0,W,visa,debit,,,191.0,87.0,20.0,
51991,3038991,1,1214812,255.0,W,visa,debit,gmail.com,,191.0,87.0,20.0,
52011,3039011,1,1215064,255.0,W,visa,debit,,,191.0,87.0,20.0,
52025,3039025,1,1215399,18.602999999999998,C,visa,debit,protonmail.com,protonmail.com,,,,199.0
52079,3039079,1,1216457,57.95,W,mastercard,debit,gmail.com,,441.0,87.0,4.0,
52097,3039097,1,1216686,25.651999999999997,C,mastercard,debit,gmail.com,gmail.com,,,,
52160,3039160,1,1217608,29.0,W,visa,debit,,,308.0,87.0,108.0,
52244,3039244,1,1218898,134.09,C,mastercard,debit,outlook.com,outlook.com,,,,1.0
52407,3039407,1,1221868,445.0,W,mastercard,credit,outlook.com,,191.0,87.0,,
52491,3039491,1,1223891,75.0,H,mastercard,credit,gmail.com,gmail.com,204.0,87.0,,
52506,3039506,1,1224119,200.0,R,discover,credit,gmail.com,gmail.com,299.0,87.0,,
52516,3039516,1,1224291,67.279,C,mastercard,debit,hotmail.com,hotmail.com,,,,446.0
52528,3039528,1,1224697,40.81,C,mastercard,debit,hotmail.com,hotmail.com,,,,446.0
52537,3039537,1,1224778,40.81,C,mastercard,debit,hotmail.com,hotmail.com,,,,446.0
52570,3039570,1,1225472,226.0,W,visa,credit,gmail.com,,299.0,87.0,,
52574,3039574,1,1225532,132.108,C,mastercard,credit,gmail.com,gmail.com,,,,
52580,3039580,1,1225613,132.108,C,mastercard,credit,gmail.com,gmail.com,,,,
52644,3039644,1,1227494,41.102,C,visa,credit,anonymous.com,anonymous.com,,,,7.0
52656,3039656,1,1228112,41.102,C,mastercard,credit,anonymous.com,anonymous.com,,,,7.0
52661,3039661,1,1228232,41.102,C,visa,credit,anonymous.com,anonymous.com,,,,7.0
52672,3039672,1,1228669,200.0,H,mastercard,credit,hotmail.com,anonymous.com,330.0,87.0,,
52674,3039674,1,1228744,200.0,H,visa,credit,hotmail.com,anonymous.com,330.0,87.0,,
52675,3039675,1,1228806,117.0,W,mastercard,credit,gmail.com,,264.0,87.0,19.0,
52768,3039768,1,1233327,40.81,C,mastercard,debit,hotmail.com,hotmail.com,,,,
52769,3039769,1,1233421,40.81,C,mastercard,debit,hotmail.com,hotmail.com,,,,
52770,3039770,1,1233472,40.81,C,mastercard,debit,hotmail.com,hotmail.com,,,,
52776,3039776,1,1234210,200.0,R,discover,credit,gmail.com,gmail.com,299.0,87.0,,
52781,3039781,1,1234838,107.95,W,mastercard,debit,gmail.com,,315.0,87.0,7.0,
52790,3039790,1,1236466,61.681000000000004,C,mastercard,credit,hotmail.com,hotmail.com,,,,7.0
52899,3039899,1,1253218,250.0,H,mastercard,debit,gmail.com,gmail.com,191.0,87.0,,
52966,3039966,1,1256204,171.0,W,visa,debit,gmail.com,,264.0,87.0,7.0,
52976,3039976,1,1256617,57.0,W,mastercard,debit,live.com,,181.0,87.0,,
52988,3039988,1,1256890,57.0,W,mastercard,debit,live.com,,181.0,87.0,11.0,
53036,3040036,1,1258247,589.0,W,visa,credit,yahoo.com,,181.0,87.0,9.0,
53129,3040129,1,1260589,26.585,C,visa,debit,hotmail.com,hotmail.com,,,,
53171,3040171,1,1261667,59.0,W,discover,credit,gmail.com,,204.0,87.0,,
53178,3040178,1,1261811,117.0,W,mastercard,credit,gmail.com,,264.0,87.0,,
53182,3040182,1,1261886,59.0,W,discover,credit,gmail.com,,204.0,87.0,4.0,
53204,3040204,1,1262144,117.0,W,mastercard,credit,gmail.com,,264.0,87.0,,
53248,3040248,1,1262772,75.0,H,visa,credit,anonymous.com,gmail.com,204.0,87.0,,
53263,3040263,1,1262941,97.0,W,visa,debit,gmail.com,,264.0,87.0,440.0,
53341,3040341,1,1264226,100.0,H,mastercard,debit,hotmail.com,,264.0,87.0,,
53367,3040367,1,1264598,41.102,C,visa,credit,gmail.com,gmail.com,,,,
53375,3040375,1,1264657,41.102,C,mastercard,credit,gmail.com,gmail.com,,,,
53422,3040422,1,1265227,11.077,C,visa,debit,gmail.com,gmail.com,,,,202.0
53436,3040436,1,1265384,11.077,C,mastercard,credit,gmail.com,gmail.com,,,,202.0
53550,3040550,1,1266762,370.0,W,visa,debit,aol.com,,126.0,87.0,,
53590,3040590,1,1267220,370.0,W,visa,debit,,,126.0,87.0,52.0,
53632,3040632,1,1267682,201.0,W,visa,debit,gmail.com,,299.0,87.0,1.0,
53636,3040636,1,1267727,150.0,H,mastercard,credit,gmail.com,gmail.com,337.0,87.0,,
53677,3040677,1,1268179,61.681000000000004,C,mastercard,credit,hotmail.com,hotmail.com,,,,7.0
53698,3040698,1,1268385,50.0,H,visa,credit,anonymous.com,gmail.com,204.0,87.0,,
53708,3040708,1,1268643,117.0,W,visa,credit,aol.com,,308.0,87.0,12.0,
53715,3040715,1,1268696,50.0,H,mastercard,debit,anonymous.com,gmail.com,204.0,87.0,,
54001,3041001,1,1271828,17.607,C,mastercard,debit,hotmail.com,hotmail.com,,,,
54079,3041079,1,1272833,62.95,W,visa,debit,yahoo.com,,325.0,87.0,9.0,
54132,3041132,1,1273596,44.0,W,visa,debit,gmail.com,,325.0,87.0,,
54147,3041147,1,1273732,554.0,W,mastercard,credit,gmail.com,,184.0,87.0,66.0,
54160,3041160,1,1273872,29.0,W,visa,debit,gmail.com,,325.0,87.0,,
54166,3041166,1,1273934,18.656,C,visa,credit,gmail.com,gmail.com,,,,3.0
54174,3041174,1,1273993,18.656,C,visa,credit,gmail.com,gmail.com,,,,3.0
54224,3041224,1,1274547,139.0,W,visa,debit,me.com,,264.0,87.0,974.0,
54235,3041235,1,1274793,12.126,C,visa,debit,gmail.com,gmail.com,,,,49.0
54240,3041240,1,1274844,12.126,C,visa,debit,gmail.com,gmail.com,,,,49.0
54245,3041245,1,1274910,12.126,C,visa,debit,gmail.com,gmail.com,,,,49.0
54249,3041249,1,1274961,12.126,C,visa,debit,gmail.com,gmail.com,,,,49.0
54256,3041256,1,1275023,12.126,C,visa,debit,gmail.com,gmail.com,,,,49.0
54269,3041269,1,1275152,150.0,H,mastercard,credit,gmail.com,gmail.com,177.0,87.0,,
54309,3041309,1,1275620,54.218999999999994,C,mastercard,debit,hotmail.com,hotmail.com,,,,
54317,3041317,1,1275687,54.218999999999994,C,mastercard,debit,hotmail.com,hotmail.com,,,,
54369,3041369,1,1276193,100.0,H,visa,credit,ymail.com,ymail.com,315.0,87.0,,
54381,3041381,1,1276303,50.0,H,visa,credit,gmail.com,anonymous.com,205.0,87.0,,
54453,3041453,1,1277077,445.0,W,mastercard,debit,gmail.com,,231.0,87.0,1097.0,
54465,3041465,1,1277170,150.0,H,mastercard,credit,gmail.com,gmail.com,177.0,87.0,,
54473,3041473,1,1277209,49.0,W,visa,debit,hotmail.com,,220.0,87.0,,
54475,3041475,1,1277227,39.0,W,visa,credit,,,204.0,87.0,41.0,
54487,3041487,1,1277381,49.0,W,visa,debit,,,204.0,87.0,,
54496,3041496,1,1277556,100.0,H,visa,credit,ymail.com,ymail.com,441.0,87.0,,
54505,3041505,1,1277673,41.0,W,visa,debit,,,204.0,87.0,93.0,
54508,3041508,1,1277703,41.0,W,visa,debit,,,204.0,87.0,93.0,
54597,3041597,1,1278670,41.0,W,visa,debit,,,204.0,87.0,,
54627,3041627,1,1279214,41.0,W,visa,debit,,,204.0,87.0,2.0,
54676,3041676,1,1279735,72.95,W,visa,debit,,,204.0,87.0,,
54761,3041761,1,1280561,100.0,H,visa,debit,yahoo.com,yahoo.com,264.0,87.0,,
54848,3041848,1,1281538,100.0,H,visa,credit,ymail.com,ymail.com,441.0,87.0,,
54973,3041973,1,1283172,450.0,H,mastercard,credit,gmail.com,gmail.com,191.0,87.0,,
55025,3042025,1,1283607,47.95,W,visa,debit,,,299.0,87.0,4.0,
55097,3042097,1,1284354,226.0,W,visa,debit,gmail.com,,264.0,87.0,,
55112,3042112,1,1284593,465.0,H,visa,debit,gmail.com,gmail.com,191.0,87.0,,
55168,3042168,1,1285172,884.0,W,mastercard,credit,,,184.0,87.0,,
55196,3042196,1,1285615,26.585,C,visa,debit,hotmail.com,hotmail.com,,,,
55203,3042203,1,1285736,59.0,W,visa,debit,yahoo.com,,337.0,87.0,0.0,
55211,3042211,1,1285787,226.0,W,visa,debit,gmail.com,,264.0,87.0,,
55230,3042230,1,1286061,226.0,W,visa,debit,gmail.com,,264.0,87.0,21.0,
55258,3042258,1,1286327,51.537,C,visa,debit,,,,,,
55261,3042261,1,1286382,51.537,C,visa,debit,,,,,,
55272,3042272,1,1286467,51.537,C,visa,credit,,,,,,
55282,3042282,1,1286639,51.537,C,visa,debit,,,,,,
55291,3042291,1,1286701,40.81,C,mastercard,debit,hotmail.com,hotmail.com,,,,
55396,3042396,1,1287883,20.522,C,mastercard,credit,gmail.com,gmail.com,,,,
55404,3042404,1,1288052,108.5,W,mastercard,credit,yahoo.com,,272.0,87.0,14.0,
55420,3042420,1,1288292,480.0,H,mastercard,credit,gmail.com,gmail.com,272.0,87.0,,
55430,3042430,1,1288388,38.245,C,visa,debit,hotmail.com,hotmail.com,,,,
55454,3042454,1,1288662,480.0,H,mastercard,credit,gmail.com,gmail.com,272.0,87.0,,
55479,3042479,1,1289008,34.0,W,visa,debit,aol.com,,220.0,87.0,,
55541,3042541,1,1289829,29.0,W,visa,debit,gmail.com,,325.0,87.0,,
55567,3042567,1,1290067,171.0,W,visa,debit,anonymous.com,,269.0,87.0,,
55627,3042627,1,1290710,24.0,W,visa,debit,gmail.com,,325.0,87.0,,
55632,3042632,1,1290783,26.585,C,visa,debit,hotmail.com,hotmail.com,,,,
55638,3042638,1,1290869,26.585,C,mastercard,credit,hotmail.com,hotmail.com,,,,
55683,3042683,1,1291409,140.328,C,mastercard,debit,gmail.com,gmail.com,,,,
55689,3042689,1,1291478,191.91299999999998,C,visa,debit,gmail.com,gmail.com,,,,
55728,3042728,1,1292050,75.0,H,visa,credit,aol.com,aol.com,264.0,87.0,,
55748,3042748,1,1292207,25.069000000000003,C,mastercard,credit,gmail.com,gmail.com,,,,
55854,3042854,1,1293454,25.71,C,mastercard,credit,yahoo.com,yahoo.com,,,,
55864,3042864,1,1293547,25.71,C,mastercard,credit,yahoo.com,yahoo.com,,,,
55898,3042898,1,1293974,25.71,C,mastercard,credit,yahoo.com,yahoo.com,,,,
55901,3042901,1,1294053,25.71,C,mastercard,credit,yahoo.com,yahoo.com,,,,
55975,3042975,1,1294950,31.191,C,visa,debit,gmail.com,gmail.com,,,,49.0
56040,3043040,1,1295665,29.85,C,mastercard,credit,gmail.com,gmail.com,,,,
56120,3043120,1,1296765,31.191,C,visa,debit,outlook.com,outlook.com,,,,
56129,3043129,1,1296830,31.191,C,visa,debit,outlook.com,outlook.com,,,,
56145,3043145,1,1297009,31.191,C,mastercard,credit,anonymous.com,anonymous.com,,,,
56146,3043146,1,1297009,31.191,C,visa,debit,gmail.com,gmail.com,,,,49.0
56161,3043161,1,1297125,31.191,C,visa,debit,anonymous.com,anonymous.com,,,,
56167,3043167,1,1297203,31.191,C,visa,credit,anonymous.com,anonymous.com,,,,
56223,3043223,1,1297983,171.0,W,mastercard,debit,mail.com,,387.0,87.0,18.0,
56335,3043335,1,1299640,106.25,W,visa,debit,gmail.com,,264.0,87.0,757.0,
56353,3043353,1,1299925,161.0,W,visa,debit,,,122.0,87.0,,
56408,3043408,1,1300843,141.0,W,mastercard,credit,gmail.com,,299.0,87.0,24.0,
56428,3043428,1,1301085,59.0,W,mastercard,credit,,,264.0,87.0,326.0,
56438,3043438,1,1301195,62.381,C,mastercard,credit,hotmail.com,hotmail.com,,,,
56446,3043446,1,1301281,62.381,C,visa,credit,hotmail.com,hotmail.com,,,,
56494,3043494,1,1301810,500.0,R,visa,credit,gmail.com,gmail.com,126.0,87.0,,
56504,3043504,1,1301959,500.0,R,visa,credit,gmail.com,gmail.com,126.0,87.0,,
56513,3043513,1,1302089,500.0,R,visa,debit,gmail.com,gmail.com,225.0,87.0,,
56538,3043538,1,1302365,500.0,R,visa,debit,gmail.com,gmail.com,191.0,87.0,,
56562,3043562,1,1302696,300.0,R,mastercard,debit,gmail.com,gmail.com,472.0,87.0,,
56571,3043571,1,1302780,300.0,R,visa,debit,gmail.com,gmail.com,472.0,87.0,,
56657,3043657,1,1304314,29.0,W,visa,debit,gmail.com,,325.0,87.0,,
56784,3043784,1,1306090,59.0,W,visa,debit,yahoo.com,,126.0,87.0,,
56865,3043865,1,1307498,59.0,W,visa,debit,yahoo.com,,126.0,87.0,,
56917,3043917,1,1308686,100.0,H,visa,debit,mail.com,hotmail.com,472.0,87.0,,
56920,3043920,1,1308745,100.0,H,visa,debit,mail.com,hotmail.com,472.0,87.0,,
56925,3043925,1,1308814,100.0,H,visa,debit,mail.com,hotmail.com,472.0,87.0,,
56996,3043996,1,1310580,31.599,C,visa,debit,gmail.com,gmail.com,,,,2018.0
57033,3044033,1,1311579,27.984,C,mastercard,credit,hotmail.com,hotmail.com,,,,
57034,3044034,1,1311594,31.599,C,visa,debit,gmail.com,gmail.com,,,,2018.0
57035,3044035,1,1311681,27.984,C,mastercard,credit,hotmail.com,hotmail.com,,,,
57047,3044047,1,1311890,66.579,C,visa,debit,gmail.com,gmail.com,,,,222.0
57051,3044051,1,1311940,66.579,C,visa,debit,gmail.com,gmail.com,,,,222.0
57055,3044055,1,1311978,66.579,C,visa,debit,gmail.com,gmail.com,,,,222.0
57056,3044056,1,1312018,66.579,C,visa,debit,gmail.com,gmail.com,,,,222.0
57057,3044057,1,1312059,66.579,C,visa,debit,gmail.com,gmail.com,,,,222.0
57060,3044060,1,1312083,49.205,C,visa,debit,gmail.com,gmail.com,,,,590.0
57061,3044061,1,1312099,66.579,C,visa,debit,gmail.com,gmail.com,,,,222.0
57068,3044068,1,1312177,66.579,C,visa,debit,gmail.com,gmail.com,,,,222.0
57069,3044069,1,1312196,59.0,W,visa,debit,gmail.com,,264.0,87.0,19.0,
57071,3044071,1,1312210,66.579,C,visa,debit,gmail.com,gmail.com,,,,222.0
57072,3044072,1,1312260,66.579,C,visa,debit,gmail.com,gmail.com,,,,222.0
57075,3044075,1,1312299,66.579,C,visa,debit,gmail.com,gmail.com,,,,222.0
57077,3044077,1,1312358,66.579,C,visa,debit,gmail.com,gmail.com,,,,222.0
57079,3044079,1,1312393,66.579,C,visa,debit,gmail.com,gmail.com,,,,222.0
57081,3044081,1,1312497,66.579,C,visa,debit,gmail.com,gmail.com,,,,222.0
57083,3044083,1,1312536,66.579,C,visa,debit,gmail.com,gmail.com,,,,222.0
57085,3044085,1,1312590,66.579,C,visa,debit,gmail.com,gmail.com,,,,222.0
57105,3044105,1,1313126,117.0,W,mastercard,credit,gmail.com,,264.0,87.0,326.0,
57142,3044142,1,1314711,66.579,C,visa,debit,gmail.com,gmail.com,,,,222.0
57143,3044143,1,1314759,66.579,C,visa,credit,gmail.com,gmail.com,,,,222.0
57145,3044145,1,1314842,66.579,C,visa,debit,gmail.com,gmail.com,,,,222.0
57146,3044146,1,1314886,66.579,C,visa,debit,gmail.com,gmail.com,,,,222.0
57152,3044152,1,1314935,66.579,C,visa,debit,gmail.com,gmail.com,,,,222.0
57154,3044154,1,1314998,66.579,C,visa,credit,gmail.com,gmail.com,,,,222.0
57155,3044155,1,1315061,66.579,C,visa,credit,gmail.com,gmail.com,,,,222.0
57164,3044164,1,1315150,66.579,C,visa,credit,gmail.com,gmail.com,,,,222.0
57216,3044216,1,1316909,200.0,R,visa,debit,comcast.net,comcast.net,177.0,87.0,,
57221,3044221,1,1317104,59.0,W,visa,debit,gmail.com,,264.0,87.0,,
57224,3044224,1,1317246,131.0,W,visa,debit,gmail.com,,204.0,87.0,,
57263,3044263,1,1319937,117.0,W,visa,debit,,,264.0,87.0,19.0,
57265,3044265,1,1320146,77.0,W,visa,debit,,,264.0,87.0,,
57281,3044281,1,1322015,100.0,R,visa,debit,gmail.com,yahoo.com,191.0,87.0,,
57297,3044297,1,1323088,62.148,C,visa,debit,gmail.com,gmail.com,,,,315.0
57298,3044298,1,1323198,62.148,C,visa,debit,gmail.com,gmail.com,,,,315.0
57381,3044381,1,1336263,141.0,W,visa,credit,,,204.0,87.0,17.0,
57446,3044446,1,1340794,374.95,W,mastercard,credit,gmail.com,,126.0,87.0,1.0,
57488,3044488,1,1341964,117.0,W,visa,debit,gmail.com,,264.0,87.0,793.0,
57608,3044608,1,1344855,64.71300000000001,C,visa,debit,hotmail.com,hotmail.com,,,,7.0
57633,3044633,1,1345372,250.0,W,visa,debit,gmail.com,,126.0,87.0,1.0,
57713,3044713,1,1346628,150.0,H,mastercard,credit,gmail.com,gmail.com,476.0,87.0,,
57731,3044731,1,1346938,89.432,C,visa,credit,hotmail.com,hotmail.com,,,,
57736,3044736,1,1346987,480.0,H,mastercard,credit,gmail.com,gmail.com,191.0,87.0,,
57737,3044737,1,1346994,89.432,C,mastercard,credit,hotmail.com,hotmail.com,,,,
57849,3044849,1,1348549,64.71300000000001,C,visa,credit,hotmail.com,hotmail.com,,,,7.0
57861,3044861,1,1348632,64.71300000000001,C,visa,debit,hotmail.com,hotmail.com,,,,7.0
57933,3044933,1,1349446,66.579,C,visa,debit,outlook.com,outlook.com,,,,154.0
57940,3044940,1,1349574,66.579,C,visa,debit,outlook.com,outlook.com,,,,154.0
57957,3044957,1,1349860,66.579,C,visa,debit,gmail.com,gmail.com,,,,154.0
58096,3045096,1,1351350,44.0,W,visa,debit,gmail.com,,231.0,87.0,0.0,
58098,3045098,1,1351383,67.0,H,visa,debit,anonymous.com,anonymous.com,296.0,75.0,,
58236,3045236,1,1352930,117.0,W,visa,credit,gmail.com,,299.0,87.0,,
58245,3045245,1,1352990,66.579,C,visa,debit,gmail.com,gmail.com,,,,222.0
58284,3045284,1,1353485,150.0,R,mastercard,credit,anonymous.com,anonymous.com,472.0,87.0,,0.0
58314,3045314,1,1353758,66.579,C,visa,debit,gmail.com,gmail.com,,,,154.0
58344,3045344,1,1354010,66.579,C,visa,debit,outlook.com,outlook.com,,,,154.0
58377,3045377,1,1354395,36.729,C,visa,debit,gmail.com,gmail.com,,,,2018.0
58387,3045387,1,1354537,36.729,C,visa,debit,gmail.com,gmail.com,,,,2018.0
58392,3045392,1,1354582,29.033,C,mastercard,debit,hotmail.com,hotmail.com,,,,
58400,3045400,1,1354643,29.033,C,mastercard,debit,hotmail.com,hotmail.com,,,,
58419,3045419,1,1354817,66.579,C,visa,debit,outlook.com,outlook.com,,,,
58434,3045434,1,1354925,66.579,C,visa,debit,gmail.com,gmail.com,,,,
58451,3045451,1,1355117,117.0,W,visa,debit,gmail.com,,441.0,87.0,3.0,
58459,3045459,1,1355199,66.579,C,visa,debit,gmail.com,gmail.com,,,,
58480,3045480,1,1355374,66.579,C,visa,debit,outlook.com,outlook.com,,,,
58485,3045485,1,1355402,295.0,W,mastercard,credit,yahoo.com,,251.0,87.0,,
58517,3045517,1,1355681,29.033,C,mastercard,debit,gmail.com,gmail.com,,,,
58553,3045553,1,1356033,210.95,W,visa,debit,,,220.0,87.0,,
58574,3045574,1,1356266,97.0,W,visa,debit,,,387.0,87.0,,
58633,3045633,1,1356752,171.0,W,visa,debit,gmail.com,,184.0,87.0,,
58710,3045710,1,1357454,250.0,H,visa,debit,gmail.com,,264.0,87.0,,
58741,3045741,1,1357733,39.0,W,visa,debit,gmail.com,,325.0,87.0,,
58762,3045762,1,1357878,186.0,W,visa,debit,,,122.0,87.0,,
58793,3045793,1,1358205,50.0,H,american express,credit,gmail.com,,325.0,87.0,,
58900,3045900,1,1359289,18.656,C,visa,credit,gmail.com,gmail.com,,,,288.0
58904,3045904,1,1359365,18.656,C,visa,credit,gmail.com,gmail.com,,,,288.0
58920,3045920,1,1359535,95.0,H,visa,credit,aol.com,aol.com,225.0,87.0,,
58987,3045987,1,1360235,115.0,W,visa,debit,gmail.com,,204.0,87.0,959.0,
58995,3045995,1,1360325,104.53200000000001,C,visa,credit,hotmail.com,hotmail.com,,,,
59002,3046002,1,1360415,104.53200000000001,C,visa,credit,hotmail.com,hotmail.com,,,,
59035,3046035,1,1360823,87.0,W,visa,credit,aol.com,,308.0,87.0,12.0,
59053,3046053,1,1360999,110.654,C,visa,credit,hotmail.com,hotmail.com,,,,
59174,3046174,1,1362409,51.42100000000001,C,visa,debit,hotmail.com,hotmail.com,,,,
59179,3046179,1,1362457,51.42100000000001,C,visa,debit,hotmail.com,hotmail.com,,,,
59194,3046194,1,1362645,150.0,H,mastercard,credit,gmail.com,gmail.com,264.0,87.0,,
59200,3046200,1,1362701,150.0,H,visa,debit,gmail.com,gmail.com,264.0,87.0,,
59637,3046637,1,1367213,214.0,W,visa,debit,gmail.com,,269.0,87.0,1.0,
59707,3046707,1,1367968,53.636,C,visa,credit,gmail.com,gmail.com,,,,
59723,3046723,1,1368099,34.0,W,visa,debit,gmail.com,,226.0,87.0,,
59793,3046793,1,1368841,445.0,W,visa,credit,gmail.com,,433.0,87.0,,
59844,3046844,1,1369265,113.102,C,visa,debit,hotmail.com,hotmail.com,,,,
59856,3046856,1,1369415,29.0,W,visa,debit,gmail.com,,226.0,87.0,,
59955,3046955,1,1370392,306.95,W,visa,debit,gmail.com,,441.0,87.0,25.0,
60016,3047016,1,1371073,117.0,W,visa,debit,gmail.com,,264.0,87.0,,
60029,3047029,1,1371206,25.535,C,mastercard,credit,gmail.com,gmail.com,,,,
60044,3047044,1,1371304,117.0,W,visa,debit,gmail.com,,264.0,87.0,21.0,
60067,3047067,1,1371500,100.0,H,mastercard,debit,gmail.com,gmail.com,299.0,87.0,,
60189,3047189,1,1372738,335.0,W,visa,credit,yahoo.com,,433.0,87.0,125.0,
60246,3047246,1,1373381,112.99,W,visa,debit,gmail.com,,310.0,87.0,,
60312,3047312,1,1374064,49.0,W,visa,credit,gmail.com,,204.0,87.0,,
60512,3047512,1,1376243,50.0,S,visa,debit,,gmail.com,472.0,87.0,,
60532,3047532,1,1376488,49.0,W,visa,debit,gmail.com,,251.0,87.0,24.0,
60537,3047537,1,1376534,99.57600000000001,C,visa,debit,gmail.com,gmail.com,,,,
60542,3047542,1,1376581,99.57600000000001,C,visa,debit,gmail.com,gmail.com,,,,
60547,3047547,1,1376613,50.0,S,mastercard,debit,,yahoo.com,123.0,87.0,,333.0
60550,3047550,1,1376640,99.57600000000001,C,mastercard,credit,gmail.com,gmail.com,,,,
60558,3047558,1,1376702,99.57600000000001,C,visa,credit,gmail.com,gmail.com,,,,
60627,3047627,1,1377402,664.0,W,mastercard,debit,gmail.com,,299.0,87.0,259.0,
60677,3047677,1,1377877,73.95,W,visa,debit,gmail.com,,476.0,87.0,26.0,
60711,3047711,1,1378166,57.95,W,visa,debit,gmail.com,,476.0,87.0,,
60920,3047920,1,1380262,90.0,W,visa,debit,,,420.0,87.0,,
60933,3047933,1,1380470,92.0,W,visa,debit,,,420.0,87.0,20.0,
61005,3048005,1,1381320,280.0,W,mastercard,credit,yahoo.com,,494.0,87.0,,
61016,3048016,1,1381462,57.0,W,visa,debit,gmail.com,,420.0,87.0,20.0,
61029,3048029,1,1381528,280.0,W,mastercard,credit,yahoo.com,,494.0,87.0,4.0,
61156,3048156,1,1383324,209.95,W,visa,debit,gmail.com,,299.0,87.0,319.0,
61184,3048184,1,1383721,171.0,W,visa,debit,gmail.com,,310.0,87.0,364.0,
61192,3048192,1,1383803,11.077,C,visa,credit,gmail.com,gmail.com,,,,
61196,3048196,1,1383884,11.077,C,visa,credit,gmail.com,gmail.com,,,,
61226,3048226,1,1384259,161.0,W,visa,debit,,,122.0,87.0,,
61829,3048829,1,1392795,49.0,W,visa,debit,yahoo.com,,299.0,87.0,84.0,
61980,3048980,1,1395724,18.480999999999998,C,visa,debit,hotmail.com,hotmail.com,,,,
62134,3049134,1,1400634,158.343,C,mastercard,debit,hotmail.com,hotmail.com,,,,30.0
62140,3049140,1,1400751,158.343,C,mastercard,debit,hotmail.com,hotmail.com,,,,30.0
62176,3049176,1,1402730,100.0,S,visa,debit,,gmail.com,225.0,87.0,,
